ID produktu;Kategoria;Podkategoria;Nazwa produktu;Cena zakupu;ID Dostawcy;Rozmiar opakowania;Minimum do zamówienia
OFF-BI-10001510;Wsparcie biura;Segregatory;Deluxe Heavy-Duty Vinyl Round Ring Binder;-3,44;MED-24;23;207
OFF-PA-10002947;Wsparcie biura;Papier;Xerox 1923;9,89;SCR-27;1;4
OFF-PA-10000019;Wsparcie biura;Papier;Xerox 1931;9,59;HAR-21;3;12
FUR-BO-10003441;Meble;Regały;Bush Westfield Collection Bookcases, Fully Assembled;83,82;BBB-03;1;10
TEC-PH-10004774;Technologiczne;Telefony;Gear Head AU3700S Headset;13,38;MIC-18;2;6
OFF-BI-10003684;Wsparcie biura;Segregatory;Wilson Jones Legal Size Ring Binders;24,19;LEC-23;7;49
TEC-PH-10001494;Technologiczne;Telefony;Polycom CX600 IP Phone VoIP phone;380,94;WTF-11;2;8
TEC-AC-10004666;Technologiczne;Akcesoria;Maxell iVDR EX 500GB Cartridge;394,02;NAN-19;14;140
OFF-ST-10003816;Wsparcie biura;Składowanie;Fellowes High-Stak Drawer Files;216,72;PLA-26;9;54
FUR-TA-10001520;Meble;Tabel;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;40,68;BBB-03;1;3
OFF-ST-10001558;Wsparcie biura;Składowanie;Acco Perma 4000 Stacking Storage Drawers;12,18;HAR-21;10;40
TEC-AC-10002473;Technologiczne;Akcesoria;Maxell 4.7GB DVD-R;40,02;WTF-11;12;84
TEC-PH-10004531;Technologiczne;Telefony;OtterBox Commuter Series Case - iPhone 5 & 5s;32,55;X-H-15;2;4
OFF-AP-10004487;Wsparcie biura;Urządzenia;Kensington 4 Outlet MasterPiece Compact Power Control Center;104,09;PLA-26;2;16
OFF-PA-10003543;Wsparcie biura;Papier;Xerox 1985;7;PEN-28;4;12
TEC-AC-10004353;Technologiczne;Akcesoria;Hypercom P1300 Pinpad;61,11;PMM-13;14;84
OFF-AR-10001468;Wsparcie biura;Artykuły;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;37,07;MED-24;9;63
OFF-PA-10002195;Wsparcie biura;Papier;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";5,43;LEC-23;4;12
OFF-PA-10001745;Wsparcie biura;Papier;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";7,53;HAR-21;4;16
OFF-BI-10004826;Wsparcie biura;Segregatory;JM Magazine Binder;1,32;COL-29;6;36
OFF-PA-10000289;Wsparcie biura;Papier;Xerox 213;9,59;COL-25;3;6
OFF-AP-10003040;Wsparcie biura;Urządzenia;Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection;42,36;SCR-27;6;48
OFF-PA-10000350;Wsparcie biura;Papier;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";12,59;SCR-27;2;6
OFF-BI-10001759;Wsparcie biura;Segregatory;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";4,16;TYP-30;5;35
OFF-ST-10001496;Wsparcie biura;Składowanie;Standard Rollaway File with Lock;227,04;TYP-30;1;9
OFF-BI-10002931;Wsparcie biura;Segregatory;"Avery Trapezoid Extra Heavy Duty 4"" Binders";46,13;PIE-22;12;96
FUR-TA-10002356;Meble;Tabel;Bevis Boat-Shaped Conference Table;62,91;AMP-04;1;3
FUR-FU-10003601;Meble;Meble;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;71,94;BES-08;1;4
FUR-TA-10004154;Meble;Tabel;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;120,48;TER-06;1;10
OFF-PA-10000788;Wsparcie biura;Papier;Xerox 210;7;PEN-28;2;4
FUR-FU-10001940;Meble;Meble;Staple-based wall hangings;8,28;BBB-03;1;2
OFF-BI-10004465;Wsparcie biura;Segregatory;Avery Durable Slant Ring Binders;0,79;PEN-28;22;110
OFF-PA-10002333;Wsparcie biura;Papier;"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream";7,06;LEC-23;2;6
FUR-FU-10004188;Meble;Meble;Luxo Professional Combination Clamp-On Lamps;128,9;OBE-10;1;10
OFF-BI-10000145;Wsparcie biura;Segregatory;Zipper Ring Binder Pockets;4,65;TYP-30;14;140
OFF-LA-10001613;Wsparcie biura;Etykiety;Avery File Folder Labels;3,14;COL-29;7;70
OFF-LA-10004055;Wsparcie biura;Etykiety;Color-Coded Legal Exhibit Labels;7,32;LEC-23;19;152
OFF-PA-10004621;Wsparcie biura;Papier;Xerox 212;9,59;COL-25;3;12
OFF-PA-10001281;Wsparcie biura;Papier;Computer Printout Paper with Letter-Trim Fine Perforations;70,89;SCR-27;3;9
OFF-ST-10001097;Wsparcie biura;Składowanie;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;167,27;PEN-28;6;36
FUR-FU-10001095;Meble;Meble;DAX Black Cherry Wood-Tone Poster Frame;25,95;CRO-07;1;5
OFF-BI-10002012;Wsparcie biura;Segregatory;Wilson Jones Easy Flow II Sheet Lifters;0,15;PLA-26;10;80
OFF-PA-10004156;Wsparcie biura;Papier;Xerox 188;16,9;COL-25;3;12
OFF-AR-10000034;Wsparcie biura;Artykuły;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;4,2;HAR-21;20;120
TEC-PH-10000560;Technologiczne;Telefony;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);307,99;REN-17;1;5
OFF-EN-10000461;Wsparcie biura;Koperty;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";9,35;COL-25;6;54
TEC-MA-10003066;Technologiczne;Maszyny;Wasp CCD Handheld Bar Code Reader;127,13;MIC-18;2;10
OFF-BI-10004022;Wsparcie biura;Segregatory;Acco Suede Grain Vinyl Round Ring Binder;-0,39;COL-29;7;63
OFF-AR-10001988;Wsparcie biura;Artykuły;Bulldog Table or Wall-Mount Pencil Sharpener;7,73;MED-24;13;78
OFF-PA-10003625;Wsparcie biura;Papier;Xerox 1979;44,92;TYP-30;4;8
OFF-BI-10003925;Wsparcie biura;Segregatory;Fellowes PB300 Plastic Comb Binding Machine;570,35;LEC-23;24;144
OFF-EN-10003862;Wsparcie biura;Koperty;Laser & Ink Jet Business Envelopes;15,58;COL-29;17;102
OFF-ST-10004258;Wsparcie biura;Składowanie;Portable Personal File Box;15,51;TYP-30;9;90
FUR-FU-10002885;Meble;Meble;Magna Visual Magnetic Picture Hangers;6,65;EXW-09;1;9
TEC-AC-10003033;Technologiczne;Akcesoria;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;438,83;PMM-13;15;120
OFF-ST-10000046;Wsparcie biura;Składowanie;Fellowes Super Stor/Drawer Files;192,24;COL-29;3;30
OFF-BI-10002049;Wsparcie biura;Segregatory;UniKeep View Case Binders;0,29;PIE-22;15;75
FUR-FU-10001602;Meble;Meble;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";44,76;BES-08;1;4
OFF-ST-10003722;Wsparcie biura;Składowanie;Project Tote Personal File;18,1;MED-24;6;36
TEC-AC-10003198;Technologiczne;Akcesoria;Enermax Acrylux Wireless Keyboard;136,45;MIC-18;7;35
FUR-FU-10002191;Meble;Meble;G.E. Halogen Desk Lamp Bulbs;10,33;AVF-02;1;2
TEC-PH-10004188;Technologiczne;Telefony;OtterBox Commuter Series Case - Samsung Galaxy S4;25,49;AKO-14;3;12
OFF-ST-10001526;Wsparcie biura;Składowanie;Iceberg Mobile Mega Data/Printer Cart ;151,62;TYP-30;2;12
OFF-AR-10001166;Wsparcie biura;Artykuły;Staples in misc. colors;10,54;PEN-28;10;90
FUR-CH-10000309;Meble;Krzesła;Global Comet Stacking Arm Chair;528,14;CRO-07;1;4
TEC-MA-10004212;Technologiczne;Maszyny;Cisco SPA525G2 5-Line IP Phone;253,56;DOD-20;2;6
OFF-EN-10003072;Wsparcie biura;Koperty;Peel & Seel Envelopes;4,19;PIE-22;25;200
OFF-BI-10000320;Wsparcie biura;Segregatory;GBC Plastic Binding Combs;8,05;PLA-26;15;120
OFF-PA-10001166;Wsparcie biura;Papier;Xerox 2;7;TYP-30;2;6
OFF-PA-10003656;Wsparcie biura;Papier;Xerox 1935;27,96;HAR-21;3;12
TEC-PH-10000148;Technologiczne;Telefony;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;2,86;X-H-15;3;9
TEC-PH-10003885;Technologiczne;Telefony;Cisco SPA508G;85,13;X-H-15;3;9
OFF-LA-10001175;Wsparcie biura;Etykiety;Avery 514;4,29;LEC-23;9;54
OFF-PA-10000955;Wsparcie biura;Papier;Southworth 25% Cotton Granite Paper & Envelopes;6,93;COL-25;4;12
FUR-FU-10003975;Meble;Meble;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;47,64;EXW-09;1;4
OFF-BI-10003707;Wsparcie biura;Segregatory;Aluminum Screw Posts;16,78;MED-24;25;250
OFF-AR-10000203;Wsparcie biura;Artykuły;Newell 336;3,81;COL-25;15;90
OFF-AR-10004790;Wsparcie biura;Artykuły;Staples in misc. colors;10,18;HAR-21;5;50
TEC-AC-10004761;Technologiczne;Akcesoria;Maxell 4.7GB DVD+RW 3/Pack;21,51;AKO-14;8;56
FUR-BO-10001811;Meble;Regały;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;270,88;OBE-10;1;9
OFF-AR-10001130;Wsparcie biura;Artykuły;Quartet Alpha White Chalk, 12/Pack;2,36;PEN-28;10;100
OFF-AP-10000055;Wsparcie biura;Urządzenia;Belkin F9S820V06 8 Outlet Surge;-9,74;LEC-23;3;27
FUR-CH-10002304;Meble;Krzesła;Global Stack Chair without Arms, Black;16,89;BBB-03;1;10
FUR-FU-10000293;Meble;Meble;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;69,49;BBB-03;1;9
OFF-PA-10001307;Wsparcie biura;Papier;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;4,58;SCR-27;1;3
FUR-FU-10004460;Meble;Meble;"Howard Miller 12"" Round Wall Clock";37,72;EXW-09;1;8
OFF-AR-10000716;Wsparcie biura;Artykuły;DIXON Ticonderoga Erasable Checking Pencils;7,76;TYP-30;25;125
FUR-FU-10004622;Meble;Meble;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;65,58;EXW-09;1;6
OFF-BI-10003529;Wsparcie biura;Segregatory;Avery Round Ring Poly Binders;3,1;PIE-22;11;88
OFF-BI-10001097;Wsparcie biura;Segregatory;Avery Hole Reinforcements;6,79;HAR-21;7;42
OFF-BI-10001597;Wsparcie biura;Segregatory;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";44,26;SCR-27;7;49
OFF-FA-10001754;Wsparcie biura;Łączniki;Stockwell Gold Paper Clips;2,01;TYP-30;13;78
OFF-FA-10004838;Wsparcie biura;Łączniki;Super Bands, 12/Pack;1,17;PIE-22;15;120
TEC-PH-10002115;Technologiczne;Telefony;Plantronics 81402;30,35;WTF-11;2;10
OFF-FA-10003059;Wsparcie biura;Łączniki;Assorted Color Push Pins;1,69;PEN-28;13;104
OFF-BI-10004330;Wsparcie biura;Segregatory;GBC Velobind Prepunched Cover Sets, Regency Series;1,85;HAR-21;24;216
OFF-BI-10003669;Wsparcie biura;Segregatory;3M Organizer Strips;5,83;PIE-22;5;30
OFF-BI-10003727;Wsparcie biura;Segregatory;Avery Durable Slant Ring Binders With Label Holder;0,33;PLA-26;21;168
TEC-AC-10003447;Technologiczne;Akcesoria;Micropad Numeric Keypads;16,99;WTF-11;8;72
OFF-AR-10000255;Wsparcie biura;Artykuły;Newell 328;7,36;SCR-27;9;90
OFF-AP-10002191;Wsparcie biura;Urządzenia;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;76,78;COL-29;2;6
OFF-PA-10000349;Wsparcie biura;Papier;Easy-staple paper;7,32;TYP-30;2;8
FUR-CH-10002880;Meble;Krzesła;Global High-Back Leather Tilter, Burgundy;136,52;TER-06;1;4
OFF-PA-10003127;Wsparcie biura;Papier;Easy-staple paper;38,51;TYP-30;2;4
TEC-MA-10003979;Technologiczne;Maszyny;Ativa V4110MDD Micro-Cut Shredder;1042,99;PC--16;3;12
OFF-PA-10000029;Wsparcie biura;Papier;Xerox 224;9,59;COL-29;3;9
OFF-LA-10000452;Wsparcie biura;Etykiety;Avery 488;4,66;HAR-21;14;112
TEC-PH-10001819;Technologiczne;Telefony;Innergie mMini Combo Duo USB Travel Charging Kit;48,59;DOD-20;1;2
OFF-AR-10002952;Wsparcie biura;Artykuły;Stanley Contemporary Battery Pencil Sharpeners;17,09;PEN-28;8;72
TEC-PH-10000576;Technologiczne;Telefony;AT&T 1080 Corded phone;119,18;PMM-13;2;8
OFF-PA-10000605;Wsparcie biura;Papier;Xerox 1950;8,61;COL-25;1;4
OFF-ST-10004340;Wsparcie biura;Składowanie;Fellowes Mobile File Cart, Black;54,1;PEN-28;6;36
OFF-BI-10004001;Wsparcie biura;Segregatory;GBC Recycled VeloBinder Covers;1,02;PEN-28;10;60
FUR-TA-10004147;Meble;Tabel;Hon 4060 Series Tables;91,81;TER-06;1;4
OFF-AR-10001545;Wsparcie biura;Artykuły;Newell 326;2,27;PEN-28;12;96
TEC-AC-10001013;Technologiczne;Akcesoria;Logitech ClearChat Comfort/USB Headset H390;38,96;DOD-20;8;48
OFF-AR-10002255;Wsparcie biura;Artykuły;Newell 346;3,72;PIE-22;13;78
OFF-PA-10001892;Wsparcie biura;Papier;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";11,38;COL-29;4;12
OFF-BI-10003676;Wsparcie biura;Segregatory;GBC Standard Recycled Report Covers, Clear Plastic Sheets;-1,29;COL-25;20;140
OFF-FA-10003495;Wsparcie biura;Łączniki;Staples;6,69;LEC-23;19;133
OFF-EN-10003798;Wsparcie biura;Koperty;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;18,27;PIE-22;12;120
TEC-PH-10003589;Technologiczne;Telefony;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;19,43;X-H-15;3;15
OFF-PA-10004735;Wsparcie biura;Papier;Xerox 1905;7;TYP-30;3;6
FUR-BO-10002206;Meble;Regały;Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order;107,14;OBE-10;1;8
OFF-PA-10000141;Wsparcie biura;Papier;"Ampad Evidence Wirebond Steno Books, 6"" x 9""";3,21;HAR-21;4;12
TEC-PH-10001061;Technologiczne;Telefony;Apple iPhone 5C;125,99;AKO-14;3;9
OFF-AR-10002375;Wsparcie biura;Artykuły;Newell 351;4,23;HAR-21;10;80
OFF-EN-10001539;Wsparcie biura;Koperty;Staple envelope;11,44;PIE-22;11;110
FUR-TA-10004086;Meble;Tabel;KI Adjustable-Height Table;104,9;STI-01;1;10
OFF-PA-10000100;Wsparcie biura;Papier;Xerox 1945;61,08;HAR-21;4;16
OFF-LA-10000973;Wsparcie biura;Etykiety;Avery 502;3,4;PLA-26;9;90
OFF-ST-10001476;Wsparcie biura;Składowanie;Steel Personal Filing/Posting Tote;30,89;COL-25;4;20
OFF-EN-10002831;Wsparcie biura;Koperty;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;52,11;TYP-30;15;90
OFF-PA-10001763;Wsparcie biura;Papier;Xerox 1896;14,49;COL-29;4;8
OFF-BI-10002072;Wsparcie biura;Segregatory;Cardinal Slant-D Ring Binders;13,04;MED-24;23;138
OFF-FA-10001561;Wsparcie biura;Łączniki;Stockwell Push Pins;2,9;SCR-27;22;220
TEC-MA-10004241;Technologiczne;Maszyny;Star Micronics TSP800 TSP847IIU Receipt Printer;454,69;PC--16;1;4
OFF-AP-10003849;Wsparcie biura;Urządzenia;Hoover Shoulder Vac Commercial Portable Vacuum;375,72;PLA-26;5;25
OFF-FA-10000735;Wsparcie biura;Łączniki;Staples;4,24;PEN-28;23;161
OFF-BI-10003350;Wsparcie biura;Segregatory;Acco Expandable Hanging Binders;9,32;PLA-26;24;144
TEC-PH-10000307;Technologiczne;Telefony;Shocksock Galaxy S4 Armband;11,39;NAN-19;2;10
TEC-CO-10004202;Technologiczne;Kopiarki;Brother DCP1000 Digital 3 in 1 Multifunction Machine;404,99;REN-17;1;5
FUR-FU-10001852;Meble;Meble;Eldon Regeneration Recycled Desk Accessories, Smoke;1,6;ANG-05;1;8
OFF-AR-10003759;Wsparcie biura;Artykuły;Crayola Anti Dust Chalk, 12/Pack;2,64;PLA-26;14;126
OFF-ST-10004337;Wsparcie biura;Składowanie;SAFCO Commercial Wire Shelving, 72h;61,24;PEN-28;8;24
FUR-TA-10001932;Meble;Tabel;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";391,18;STI-01;1;2
FUR-CH-10002126;Meble;Krzesła;Hon Deluxe Fabric Upholstered Stacking Chairs;214,7;TER-06;1;2
TEC-PH-10004700;Technologiczne;Telefony;PowerGen Dual USB Car Charger;14,59;X-H-15;2;10
OFF-BI-10003429;Wsparcie biura;Segregatory;Cardinal HOLDit! Binder Insert Strips,Extra Strips;6,9;SCR-27;25;125
FUR-FU-10004952;Meble;Meble;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;71,71;STI-01;1;5
OFF-PA-10003172;Wsparcie biura;Papier;Xerox 1996;9,59;PIE-22;2;8
OFF-ST-10002352;Wsparcie biura;Składowanie;Iris Project Case;10,06;HAR-21;3;21
OFF-PA-10002259;Wsparcie biura;Papier;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";16,56;SCR-27;3;9
OFF-BI-10002976;Wsparcie biura;Segregatory;ACCOHIDE Binder by Acco;4,42;PEN-28;22;154
OFF-BI-10003694;Wsparcie biura;Segregatory;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";11,07;PIE-22;13;117
OFF-LA-10004425;Wsparcie biura;Etykiety;Staple-on labels;4,25;PEN-28;17;170
FUR-CH-10001270;Meble;Krzesła;Harbour Creations Steel Folding Chair;112,13;AVF-02;1;9
TEC-PH-10004539;Technologiczne;Telefony;Wireless Extenders zBoost YX545 SOHO Signal Booster;240,02;PC--16;2;10
OFF-AR-10001919;Wsparcie biura;Artykuły;OIC #2 Pencils, Medium Soft;2,43;LEC-23;23;138
TEC-PH-10003655;Technologiczne;Telefony;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;1,72;X-H-15;1;5
OFF-BI-10004656;Wsparcie biura;Segregatory;Peel & Stick Add-On Corner Pockets;2,33;HAR-21;20;120
OFF-ST-10002344;Wsparcie biura;Składowanie;"Carina 42""Hx23 3/4""W Media Storage Unit";82,6;MED-24;7;28
TEC-PH-10004447;Technologiczne;Telefony;Toshiba IPT2010-SD IP Telephone;119,53;STI-12;3;12
FUR-CH-10003973;Meble;Krzesła;GuestStacker Chair with Chrome Finish Legs;327,15;TER-06;1;10
OFF-PA-10000682;Wsparcie biura;Papier;Xerox 1924;8,61;TYP-30;3;12
FUR-FU-10002268;Meble;Meble;Ultra Door Push Plate;4,57;OBE-10;1;10
TEC-AC-10001990;Technologiczne;Akcesoria;Kensington Orbit Wireless Mobile Trackball for PC and Mac;55,19;WTF-11;6;30
FUR-CH-10004540;Meble;Krzesła;Global Chrome Stack Chair;22,97;TER-06;1;7
OFF-ST-10002292;Wsparcie biura;Składowanie;Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;296,79;TYP-30;7;56
OFF-AR-10004999;Wsparcie biura;Artykuły;Newell 315;7,48;PEN-28;25;125
OFF-BI-10001031;Wsparcie biura;Segregatory;Pressboard Data Binders by Wilson Jones;5,71;COL-25;6;54
OFF-BI-10002432;Wsparcie biura;Segregatory;Wilson Jones Standard D-Ring Binders;0,36;PEN-28;6;54
FUR-FU-10001867;Meble;Meble;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;9,36;OBE-10;1;3
TEC-PH-10002200;Technologiczne;Telefony;Samsung Galaxy Note 2;220,8;NAN-19;1;5
TEC-PH-10000439;Technologiczne;Telefony;GE DSL Phone Line Filter;35,59;STI-12;2;4
OFF-PA-10001685;Wsparcie biura;Papier;Easy-staple paper;15,11;PEN-28;3;9
OFF-ST-10001418;Wsparcie biura;Składowanie;Carina Media Storage Towers in Natural & Black;62,2;LEC-23;8;72
OFF-ST-10000676;Wsparcie biura;Składowanie;Fellowes Econo/Stor Drawers;102,75;SCR-27;9;72
OFF-AR-10001022;Wsparcie biura;Artykuły;SANFORD Liquid Accent Tank-Style Highlighters;3,72;COL-29;6;54
OFF-EN-10003055;Wsparcie biura;Koperty;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;57,97;PIE-22;11;55
TEC-CO-10001046;Technologiczne;Kopiarki;Canon Imageclass D680 Copier / Fax;455;DOD-20;1;2
FUR-FU-10000076;Meble;Meble;24-Hour Round Wall Clock;20,58;BES-08;1;10
FUR-FU-10003268;Meble;Meble;Eldon Radial Chair Mat for Low to Medium Pile Carpets;31,99;STI-01;1;5
FUR-FU-10003691;Meble;Meble;Eldon Image Series Desk Accessories, Ebony;17,78;BBB-03;1;7
OFF-AR-10003903;Wsparcie biura;Artykuły;Sanford 52201 APSCO Electric Pencil Sharpener;51,62;HAR-21;24;240
TEC-PH-10003442;Technologiczne;Telefony;Samsung Replacement EH64AVFWE Premium Headset;6,88;WTF-11;2;4
OFF-BI-10004519;Wsparcie biura;Segregatory;GBC DocuBind P100 Manual Binding Machine;174,28;COL-25;17;136
OFF-EN-10004955;Wsparcie biura;Koperty;Fashion Color Clasp Envelopes;8,06;COL-25;5;30
FUR-TA-10004619;Meble;Tabel;Hon Non-Folding Utility Tables;143,38;BES-08;1;2
FUR-BO-10004467;Meble;Regały;Bestar Classic Bookcase;88,99;AVF-02;1;5
OFF-AR-10002280;Wsparcie biura;Artykuły;Staples in misc. colors;9,38;LEC-23;21;168
FUR-CH-10001708;Meble;Krzesła;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;142,39;AMP-04;1;9
OFF-AR-10000462;Wsparcie biura;Artykuły;Sanford Pocket Accent Highlighters;2,29;PIE-22;25;125
TEC-PH-10004165;Technologiczne;Telefony;Mitel MiVoice 5330e IP Phone;346,49;PC--16;1;3
FUR-FU-10003724;Meble;Meble;Westinghouse Clip-On Gooseneck Lamps;7,2;AMP-04;1;9
FUR-FU-10003535;Meble;Meble;Howard Miller Distant Time Traveler Alarm Clock;27,7;BBB-03;1;10
OFF-ST-10003716;Wsparcie biura;Składowanie;Tennsco Double-Tier Lockers;164,27;TYP-30;4;24
TEC-PH-10004586;Technologiczne;Telefony;Wilson SignalBoost 841262 DB PRO Amplifier Kit;323,96;REN-17;2;8
OFF-BI-10004236;Wsparcie biura;Segregatory;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";0,88;COL-29;7;42
OFF-AR-10000422;Wsparcie biura;Artykuły;Pencil and Crayon Sharpener;2,78;MED-24;19;190
OFF-PA-10002870;Wsparcie biura;Papier;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”;9,05;PLA-26;3;12
OFF-ST-10000563;Wsparcie biura;Składowanie;Fellowes Bankers Box Stor/Drawer Steel Plus;22,39;HAR-21;6;30
OFF-BI-10002854;Wsparcie biura;Segregatory;Performers Binder/Pad Holder, Black;-2,8;COL-25;13;91
FUR-CH-10001973;Meble;Krzesła;Office Star Flex Back Scooter Chair with White Frame;59,93;CRO-07;1;8
TEC-AC-10000580;Technologiczne;Akcesoria;Logitech G13 Programmable Gameboard with LCD Display;56,79;DOD-20;8;80
OFF-AR-10004022;Wsparcie biura;Artykuły;Panasonic KP-380BK Classic Electric Pencil Sharpener;30,58;COL-29;16;96
TEC-AC-10004209;Technologiczne;Akcesoria;Memorex Froggy Flash Drive 4 GB;15,28;NAN-19;13;78
TEC-AC-10000023;Technologiczne;Akcesoria;Maxell 74 Minute CD-R Spindle, 50/Pack;28,52;NAN-19;14;70
TEC-PH-10003505;Technologiczne;Telefony;Geemarc AmpliPOWER60;119,71;PC--16;1;2
OFF-LA-10000121;Wsparcie biura;Etykiety;Avery 48;6,68;PEN-28;10;50
OFF-BI-10002026;Wsparcie biura;Segregatory;Avery Arch Ring Binders;4,07;MED-24;7;56
OFF-PA-10000994;Wsparcie biura;Papier;Xerox 1915;113,24;HAR-21;3;9
OFF-BI-10002813;Wsparcie biura;Segregatory;Avery Reinforcements for Hole-Punch Pages;-0,3;TYP-30;17;119
OFF-AR-10004817;Wsparcie biura;Artykuły;Colorific Watercolor Pencils;6,66;COL-29;18;90
OFF-AR-10001860;Wsparcie biura;Artykuły;BIC Liqua Brite Liner;9,44;HAR-21;6;54
OFF-BI-10004970;Wsparcie biura;Segregatory;"ACCOHIDE 3-Ring Binder, Blue, 1""";4,42;COL-25;21;147
OFF-PA-10002968;Wsparcie biura;Papier;Xerox 1973;33,35;HAR-21;3;9
FUR-BO-10003433;Meble;Regały;Sauder Cornerstone Collection Library;33,15;OBE-10;1;6
FUR-FU-10002554;Meble;Meble;Westinghouse Floor Lamp with Metal Mesh Shade, Black;29,51;ANG-05;1;2
TEC-PH-10003437;Technologiczne;Telefony;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;67,49;PMM-13;1;4
OFF-AP-10003971;Wsparcie biura;Urządzenia;Belkin 6 Outlet Metallic Surge Strip;13,72;PIE-22;4;36
FUR-CH-10003846;Meble;Krzesła;Hon Valutask Swivel Chairs;76,75;OBE-10;1;10
OFF-LA-10001404;Wsparcie biura;Etykiety;Avery 517;5,42;HAR-21;7;56
OFF-LA-10001474;Wsparcie biura;Etykiety;Avery 477;44,58;COL-25;19;190
OFF-PA-10003072;Wsparcie biura;Papier;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";9,59;COL-29;3;6
FUR-FU-10004960;Meble;Meble;"Seth Thomas 12"" Clock w/ Goldtone Case";30,79;BES-08;1;7
TEC-AC-10003116;Technologiczne;Akcesoria;Memorex Froggy Flash Drive 8 GB;17,57;AKO-14;10;80
OFF-AP-10004859;Wsparcie biura;Urządzenia;Acco 6 Outlet Guardian Premium Surge Suppressor;18,49;COL-29;8;64
OFF-PA-10002659;Wsparcie biura;Papier;Avoid Verbal Orders Carbonless Minifold Book;3,59;SCR-27;1;4
OFF-BI-10004139;Wsparcie biura;Segregatory;Fellowes Presentation Covers for Comb Binding Machines;-2,18;SCR-27;20;120
OFF-AR-10002818;Wsparcie biura;Artykuły;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;28,58;PLA-26;22;176
OFF-AP-10001303;Wsparcie biura;Urządzenia;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;-2,99;LEC-23;3;15
OFF-ST-10002574;Wsparcie biura;Składowanie;SAFCO Commercial Wire Shelving, Black;138,14;LEC-23;1;4
FUR-FU-10004018;Meble;Meble;Tensor Computer Mounted Lamp;18,91;STI-01;1;10
TEC-PH-10002549;Technologiczne;Telefony;Polycom SoundPoint IP 450 VoIP phone;284,58;NAN-19;1;5
OFF-PA-10004911;Wsparcie biura;Papier;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;13,88;MED-24;4;16
TEC-MA-10002178;Technologiczne;Maszyny;Cisco CP-7937G Unified IP Conference Station Phone;333,94;WTF-11;1;4
OFF-AR-10000411;Wsparcie biura;Artykuły;Boston 16701 Slimline Battery Pencil Sharpener;20,72;PLA-26;19;133
OFF-LA-10000262;Wsparcie biura;Etykiety;Avery 494;3,81;PEN-28;11;66
OFF-PA-10000466;Wsparcie biura;Papier;Memo Book, 100 Message Capacity, 5 3/8” x 11”;10,11;COL-29;3;6
